subject,session,task,run,local_row_idx,global_row_idx,text_embedding_idx,label_id,start_time,stop_time,sfreq,start_sample,stop_sample,n_samples,eeg_vhdr_path,events_tsv_path,text_embedding_path
sub-04,ses-garnettdream,lis,11,23,23,40,100040,59.848000,62.320000,250.000000,14962,15580,618,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,24,24,41,100041,62.344000,64.320000,250.000000,15586,16080,494,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,25,25,42,100042,64.356000,66.072000,250.000000,16089,16518,429,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,26,26,43,100043,66.104000,69.320000,250.000000,16526,17330,804,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,27,27,44,100044,69.360000,71.568000,250.000000,17340,17892,552,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,28,28,45,100045,71.596000,73.324000,250.000000,17899,18331,432,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,29,29,46,100046,73.360000,74.576000,250.000000,18340,18644,304,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,30,30,47,100047,74.608000,78.572000,250.000000,18652,19643,991,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,31,31,48,100048,78.608000,81.072000,250.000000,19652,20268,616,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,32,32,49,100049,81.092000,82.572000,250.000000,20273,20643,370,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,33,33,50,100050,82.600000,83.320000,250.000000,20650,20830,180,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,34,34,51,100051,83.352000,86.072000,250.000000,20838,21518,680,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,35,35,52,100052,86.096000,87.572000,250.000000,21524,21893,369,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,36,36,53,100053,87.596000,89.820000,250.000000,21899,22455,556,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,37,37,54,100054,89.844000,90.820000,250.000000,22461,22705,244,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,38,38,55,100055,90.836000,92.568000,250.000000,22709,23142,433,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,39,39,56,100056,92.604000,93.064000,250.000000,23151,23266,115,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,40,40,57,100057,93.096000,96.320000,250.000000,23274,24080,806,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,41,41,58,100058,96.368000,98.820000,250.000000,24092,24705,613,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,42,42,59,100059,98.864000,102.320000,250.000000,24716,25580,864,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,43,43,60,100060,102.352000,105.820000,250.000000,25588,26455,867,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,44,44,61,100061,105.852000,106.320000,250.000000,26463,26580,117,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,45,45,62,100062,106.352000,109.068000,250.000000,26588,27267,679,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,46,46,63,100063,109.100000,111.324000,250.000000,27275,27831,556,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,47,47,64,100064,111.356000,112.568000,250.000000,27839,28142,303,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,48,48,65,100065,112.600000,115.568000,250.000000,28150,28892,742,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,49,49,66,100066,115.604000,117.568000,250.000000,28901,29392,491,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,50,50,67,100067,117.608000,118.816000,250.000000,29402,29704,302,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-04,ses-garnettdream,lis,11,51,51,68,100068,118.856000,123.316000,250.000000,29714,30829,1115,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-garnettdream\eeg\sub-04_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
