subject,session,task,run,local_row_idx,global_row_idx,text_embedding_idx,label_id,start_time,stop_time,sfreq,start_sample,stop_sample,n_samples,eeg_vhdr_path,events_tsv_path,text_embedding_path
sub-01,ses-garnettdream,lis,11,10,10,27,100027,30.112000,32.316000,250.000000,7528,8079,551,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,11,11,28,100028,32.368000,33.816000,250.000000,8092,8454,362,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,12,12,29,100029,33.856000,37.068000,250.000000,8464,9267,803,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,13,13,30,100030,37.112000,39.820000,250.000000,9278,9955,677,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,14,14,31,100031,39.864000,42.824000,250.000000,9966,10706,740,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,15,15,32,100032,42.864000,45.320000,250.000000,10716,11330,614,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,16,16,33,100033,45.372000,48.072000,250.000000,11343,12018,675,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,17,17,34,100034,48.112000,51.820000,250.000000,12028,12955,927,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,18,18,35,100035,51.864000,54.320000,250.000000,12966,13580,614,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,19,19,36,100036,54.344000,56.320000,250.000000,13586,14080,494,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,20,20,37,100037,56.344000,57.072000,250.000000,14086,14268,182,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,21,21,38,100038,57.092000,58.320000,250.000000,14273,14580,307,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,22,22,39,100039,58.348000,59.816000,250.000000,14587,14954,367,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,23,23,40,100040,59.848000,62.320000,250.000000,14962,15580,618,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,24,24,41,100041,62.344000,64.328000,250.000000,15586,16082,496,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,25,25,42,100042,64.356000,66.072000,250.000000,16089,16518,429,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,26,26,43,100043,66.112000,69.316000,250.000000,16528,17329,801,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,27,27,44,100044,69.352000,71.568000,250.000000,17338,17892,554,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,28,28,45,100045,71.592000,73.316000,250.000000,17898,18329,431,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,29,29,46,100046,73.360000,74.572000,250.000000,18340,18643,303,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,30,30,47,100047,74.608000,78.568000,250.000000,18652,19642,990,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,31,31,48,100048,78.600000,81.080000,250.000000,19650,20270,620,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,32,32,49,100049,81.088000,82.568000,250.000000,20272,20642,370,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,33,33,50,100050,82.600000,83.320000,250.000000,20650,20830,180,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,34,34,51,100051,83.352000,86.068000,250.000000,20838,21517,679,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,35,35,52,100052,86.096000,87.568000,250.000000,21524,21892,368,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,36,36,53,100053,87.596000,89.816000,250.000000,21899,22454,555,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,37,37,54,100054,89.840000,90.820000,250.000000,22460,22705,245,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,38,38,55,100055,90.844000,92.572000,250.000000,22711,23143,432,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,39,39,56,100056,92.600000,93.076000,250.000000,23150,23269,119,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,40,40,57,100057,93.104000,96.320000,250.000000,23276,24080,804,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,41,41,58,100058,96.360000,98.824000,250.000000,24090,24706,616,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,42,42,59,100059,98.864000,102.320000,250.000000,24716,25580,864,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,43,43,60,100060,102.352000,105.820000,250.000000,25588,26455,867,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,44,44,61,100061,105.848000,106.320000,250.000000,26462,26580,118,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,45,45,62,100062,106.344000,109.080000,250.000000,26586,27270,684,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,46,46,63,100063,109.096000,111.320000,250.000000,27274,27830,556,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,47,47,64,100064,111.348000,112.568000,250.000000,27837,28142,305,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,48,48,65,100065,112.600000,115.576000,250.000000,28150,28894,744,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,49,49,66,100066,115.608000,117.568000,250.000000,28902,29392,490,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,50,50,67,100067,117.600000,118.816000,250.000000,29400,29704,304,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-01,ses-garnettdream,lis,11,51,51,68,100068,118.848000,123.312000,250.000000,29712,30828,1116,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-garnettdream\eeg\sub-01_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
